time,temperature,wave_height_sig,wave_period_max,wave_height_max,wave_spread_avg,sea_surface_wave_mean_period
2023-08-01T00:18:00Z,17,0.76,8.53,1.21,35,5.33
2023-08-01T01:18:00Z,18,0.77,8.25,1.19,36,5.51
2023-08-01T02:18:00Z,18,0.67,8,1.1,39,5.2
2023-08-01T03:18:00Z,18,0.73,8.25,1.25,42,5.33
2023-08-01T04:18:00Z,17,0.7,8.25,1.09,38,5.35
2023-08-01T05:18:00Z,17,0.68,8.53,1.1,35,5.39
2023-08-01T06:18:00Z,17,0.64,8.25,0.97,35,5.35
2023-08-01T07:18:00Z,17,0.66,9.14,1.02,37,5.52
2023-08-01T08:18:00Z,16,0.61,8.53,1.09,43,5.07
2023-08-01T09:18:00Z,17,0.6,7.31,1.03,36,5.1
2023-08-01T10:18:00Z,20,0.63,7.31,1.03,35,5.61
2023-08-01T11:18:00Z,24,0.59,7.52,0.96,37,5.2
2023-08-01T12:18:00Z,24,0.61,8.53,0.95,41,5.37
2023-08-01T13:18:00Z,27,0.61,7.11,0.93,35,5.31
2023-08-01T14:18:00Z,25,0.61,8,0.99,36,5.15
2023-08-01T15:18:00Z,26,0.56,6.91,0.99,36,4.68
2023-08-01T16:18:00Z,27,0.55,6.4,0.94,40,4.65
2023-08-01T17:18:00Z,26,0.56,7.75,0.91,35,4.4
2023-08-01T18:18:00Z,27,0.6,7.75,1.03,37,3.72
2023-08-01T19:18:00Z,26,0.57,9.48,0.96,39,3.9
2023-08-01T20:18:00Z,26,0.6,11.63,0.97,35,4.97
2023-08-01T21:18:00Z,25,0.63,9.14,1.07,36,5.1
2023-08-01T22:18:00Z,22,0.79,10.66,1.29,35,5.05
2023-08-01T23:18:00Z,20,0.91,9.48,1.6,34,5.38
2023-08-02T00:18:00Z,19,0.88,10.23,1.38,35,5.7
2023-08-02T01:18:00Z,18,0.97,9.48,1.39,34,6.43
2023-08-02T02:18:00Z,18,0.97,8.82,1.4,35,6.47
2023-08-02T03:18:00Z,18,1.14,10.23,1.66,36,6.71
2023-08-02T04:18:00Z,17,0.9,9.14,1.39,37,6.13
2023-08-02T05:18:00Z,16,0.9,9.14,1.44,38,6.87
2023-08-02T06:18:00Z,16,0.9,9.14,1.46,36,6.76
2023-08-02T07:18:00Z,16,0.86,10.23,1.26,35,6.35
2023-08-02T08:18:00Z,15,0.87,9.48,1.3,34,6.58
2023-08-02T09:18:00Z,15,0.71,9.14,1.11,37,5.71
2023-08-02T10:18:00Z,20,0.77,10.23,1.25,35,6.24
2023-08-02T11:18:00Z,22,0.76,9.14,1.2,39,6.61
2023-08-02T12:18:00Z,25,0.76,9.14,1.22,38,6.45
2023-08-02T13:18:00Z,26,0.81,10.23,1.23,36,6.87
2023-08-02T14:18:00Z,29,0.76,9.84,1.25,38,6.6
2023-08-02T16:18:00Z,29,0.73,9.48,1.19,38,6.38
2023-08-02T17:18:00Z,30,0.74,8.53,1.09,38,6.59
2023-08-02T18:18:00Z,29,0.63,9.48,0.97,37,6.3
2023-08-02T19:18:00Z,29,0.64,8.25,1.05,37,6.42
2023-08-02T20:18:00Z,27,0.67,8.82,1.07,43,5.6
2023-08-02T21:18:00Z,26,0.68,8.53,1.15,40,5.06
2023-08-02T22:18:00Z,24,0.72,7.75,1.14,37,5.14
2023-08-02T23:18:00Z,21,0.66,7.75,1.21,37,5.19
2023-08-03T00:18:00Z,19,0.66,7.75,1.05,46,5.49
2023-08-03T02:18:00Z,17,0.75,8.53,1.31,38,5.95
2023-08-03T03:18:00Z,16,0.67,8,1.04,41,5.48
2023-08-03T04:18:00Z,16,0.68,8.25,1.04,36,5.43
2023-08-03T05:18:00Z,16,0.62,8.53,0.98,39,5.89
2023-08-03T06:18:00Z,16,0.56,8.53,0.92,41,5.54
2023-08-03T07:18:00Z,16,0.59,7.75,0.98,36,5.53
2023-08-03T08:18:00Z,15,0.58,7.52,0.93,38,5.93
2023-08-03T09:18:00Z,15,0.59,8.25,0.98,41,5.89
2023-08-03T10:18:00Z,19,0.56,11.63,0.87,39,5.98
2023-08-03T11:18:00Z,23,0.66,8,1.04,37,5.75
2023-08-03T12:18:00Z,27,0.61,11.13,0.96,37,5.54
2023-08-03T13:18:00Z,26,0.57,10.66,0.96,35,6.04
2023-08-03T14:18:00Z,26,0.54,6.91,0.89,38,5.66
2023-08-03T15:18:00Z,28,0.59,11.13,0.97,37,6.1
2023-08-03T16:18:00Z,29,0.58,10.66,0.97,39,6.36
2023-08-03T17:18:00Z,30,0.55,8,0.9,36,6.56
2023-08-03T18:18:00Z,30,0.57,11.13,1.01,36,6.7
2023-08-03T19:18:00Z,28,0.56,8.25,0.93,40,6.2
2023-08-03T20:18:00Z,28,0.57,10.23,0.94,41,5.93
2023-08-03T21:18:00Z,26,0.61,11.63,0.96,35,6.11
2023-08-03T22:18:00Z,24,0.55,8.25,0.83,36,5.79
2023-08-03T23:18:00Z,20,0.6,8.25,1.02,36,5.88
2023-08-04T00:18:00Z,18,0.61,10.66,1.02,37,6.38
2023-08-04T01:18:00Z,18,0.58,9.84,0.89,37,6.09
2023-08-04T02:18:00Z,17,0.7,11.13,1.22,36,6.47
2023-08-04T03:18:00Z,16,0.66,9.48,1.12,36,6.4
2023-08-04T04:18:00Z,16,0.59,9.48,0.99,41,5.76
2023-08-04T05:18:00Z,16,0.66,10.23,0.99,38,6.13
2023-08-04T06:18:00Z,16,0.65,11.63,1.18,37,6.08
2023-08-04T07:18:00Z,16,0.6,8.53,1.02,36,5.66
2023-08-04T08:18:00Z,17,0.63,12.19,0.96,37,5.6
2023-08-04T09:18:00Z,17,0.73,8.82,1.26,39,5.3
2023-08-04T10:18:00Z,20,0.69,9.84,1.1,39,4.89
2023-08-04T11:18:00Z,23,0.71,8.25,1.23,35,4.9
2023-08-04T12:18:00Z,23,0.76,11.63,1.3,39,4.91
2023-08-04T13:18:00Z,28,0.77,11.13,1.38,36,4.99
2023-08-04T14:18:00Z,30,0.83,8.82,1.31,35,5.26
2023-08-04T15:18:00Z,31,0.75,11.13,1.24,35,5.39
2023-08-04T16:18:00Z,31,0.87,9.14,1.38,37,5.37
2023-08-04T17:18:00Z,31,0.91,8.82,1.56,36,5.72
2023-08-04T18:18:00Z,32,0.85,11.13,1.39,34,5.17
2023-08-04T19:18:00Z,33,0.8,10.66,1.42,39,5
2023-08-04T20:18:00Z,32,0.75,8,1.28,39,4.92
2023-08-04T21:18:00Z,28,0.77,10.66,1.48,37,4.92
2023-08-04T23:18:00Z,21,0.78,10.23,1.21,36,5.19
2023-08-05T00:18:00Z,20,0.91,10.66,1.46,37,5.15
2023-08-05T01:18:00Z,20,0.94,9.14,1.53,37,4.86
2023-08-05T02:18:00Z,20,1.01,7.75,1.77,37,4.62
2023-08-05T03:18:00Z,21,1.1,9.14,1.93,37,4.84
2023-08-05T04:18:00Z,21,1.07,9.48,1.77,36,5.04
2023-08-05T05:18:00Z,21,1.1,9.48,1.77,36,4.92
2023-08-05T06:18:00Z,21,1.22,8.82,2.08,37,4.59
2023-08-05T07:18:00Z,21,1.27,9.84,2.06,36,4.47
2023-08-05T08:18:00Z,21,1.43,5.33,2.49,39,4.54
2023-08-05T09:18:00Z,20,1.51,5.81,2.48,37,4.63
2023-08-05T10:18:00Z,19,1.6,5.95,2.71,39,4.91
2023-08-05T11:18:00Z,19,1.64,5.95,3.01,42,4.9
2023-08-05T12:18:00Z,19,1.81,5.95,2.93,37,5.19
2023-08-05T13:18:00Z,23,2.03,6.56,3.63,37,5.04
2023-08-05T14:18:00Z,23,2.03,6.4,3.33,39,4.92
2023-08-05T15:18:00Z,25,2.07,6.73,3.47,38,5.06
2023-08-05T16:18:00Z,27,2.07,6.73,3.41,36,5.2
2023-08-05T17:18:00Z,25,1.83,6.4,3.11,38,5.04
2023-08-05T18:18:00Z,25,1.77,6.56,3.01,36,5.16
2023-08-05T19:18:00Z,22,1.72,7.11,2.84,38,5.06
2023-08-05T20:18:00Z,26,1.71,6.24,2.84,37,5.37
2023-08-05T21:18:00Z,26,1.43,6.73,2.31,40,4.99
2023-08-05T22:18:00Z,24,1.61,6.4,2.47,39,5.38
2023-08-05T23:18:00Z,20,1.56,6.56,2.64,35,5.43
2023-08-06T00:18:00Z,19,1.33,6.73,2.18,38,5.04
2023-08-06T01:18:00Z,20,1.48,8,2.66,39,5.37
2023-08-06T02:18:00Z,20,1.24,6.56,2.05,40,4.83
2023-08-06T03:18:00Z,19,1.4,7.31,2.42,40,5.25
2023-08-06T04:18:00Z,19,1.48,7.11,2.27,38,5.39
2023-08-06T05:18:00Z,19,1.4,6.56,2.54,36,5.31
2023-08-06T06:18:00Z,19,1.39,8.53,2.42,36,5.22
2023-08-06T07:18:00Z,19,1.27,8,2.13,37,5.31
2023-08-06T08:18:00Z,19,1.11,5.81,1.69,37,5.11
2023-08-06T09:18:00Z,19,1.21,7.52,2.23,39,5.13
2023-08-06T10:18:00Z,19,1.03,8.53,1.62,41,4.84
2023-08-06T11:18:00Z,20,0.97,8.25,1.55,37,4.91
2023-08-06T13:18:00Z,23,0.88,8.25,1.47,45,4.89
2023-08-06T14:18:00Z,30,0.86,7.11,1.41,36,5.56
2023-08-06T15:18:00Z,27,0.82,8,1.42,37,5.38
2023-08-06T16:18:00Z,29,1,8,1.63,38,5.3
2023-08-06T17:18:00Z,29,0.85,9.14,1.33,35,5.13
2023-08-06T18:18:00Z,28,0.95,7.31,1.48,36,4.66
2023-08-06T19:18:00Z,27,0.97,8,1.66,38,4.58
2023-08-06T20:18:00Z,27,0.99,8,1.67,42,4.47
2023-08-06T21:18:00Z,25,0.97,7.75,1.67,40,4.75
2023-08-06T22:18:00Z,24,1.02,6.73,1.78,36,4.94
2023-08-06T23:18:00Z,22,0.96,8,1.74,38,5.03
2023-08-07T00:18:00Z,22,0.89,8.53,1.51,36,5.01
2023-08-07T01:18:00Z,22,0.84,8,1.4,36,4.84
2023-08-07T02:18:00Z,21,0.86,8,1.39,40,5.26
2023-08-07T03:18:00Z,21,0.73,7.52,1.19,36,5.18
2023-08-07T04:18:00Z,20,0.73,8.53,1.16,38,5.6
2023-08-07T05:18:00Z,20,0.62,8.53,0.96,37,5.3
2023-08-07T06:18:00Z,19,0.63,7.75,0.99,36,5.49
2023-08-07T07:18:00Z,19,0.72,7.75,1.25,38,6.2
2023-08-07T08:18:00Z,19,0.68,8.25,1.16,36,5.53
2023-08-07T09:18:00Z,19,0.68,8.82,1.1,38,5.48
2023-08-07T10:18:00Z,22,0.75,8.53,1.19,41,5.83
2023-08-07T11:18:00Z,25,0.8,8.53,1.15,39,6.02
2023-08-07T12:18:00Z,28,0.9,7.52,1.4,39,6.35
2023-08-07T13:18:00Z,29,0.83,7.75,1.31,39,5.84
2023-08-07T14:18:00Z,27,0.85,7.11,1.28,40,5.89
2023-08-07T15:18:00Z,28,0.85,6.56,1.49,41,5.82
2023-08-07T16:18:00Z,25,0.87,8.82,1.35,38,5.65
2023-08-07T17:18:00Z,24,0.76,6.73,1.37,37,5.34
2023-08-07T18:18:00Z,24,0.82,8.53,1.36,43,5.6
2023-08-07T19:18:00Z,24,0.82,7.52,1.33,39,5.67
2023-08-07T20:18:00Z,24,0.72,8.53,1.17,39,5.17
2023-08-07T21:18:00Z,25,0.69,8.53,1.13,42,5.03
2023-08-07T22:18:00Z,23,0.63,7.52,1.08,44,5.37
2023-08-07T23:18:00Z,22,0.62,8,1.02,40,5.53
2023-08-08T00:18:00Z,21,0.53,7.75,0.83,43,6.09
2023-08-08T01:18:00Z,21,0.54,8.25,0.88,43,5.36
2023-08-08T02:18:00Z,20,0.55,6.91,0.92,41,5.18
2023-08-08T03:18:00Z,20,0.58,7.31,0.91,38,5.22
2023-08-08T04:18:00Z,20,0.66,9.14,1.03,38,5.34
2023-08-08T05:18:00Z,20,0.63,9.48,1.09,38,5.19
2023-08-08T06:18:00Z,19,0.6,8,0.94,39,5.7
2023-08-08T07:18:00Z,19,0.78,8.53,1.32,36,6.68
2023-08-08T08:18:00Z,19,0.81,8.25,1.22,37,6.36
2023-08-08T09:18:00Z,19,0.88,8.53,1.41,38,6.11
2023-08-08T11:18:00Z,22,0.81,7.75,1.31,38,5.56
2023-08-08T12:18:00Z,22,0.71,8.25,1.19,45,4.76
2023-08-08T13:18:00Z,23,0.85,8.25,1.31,40,5.25
2023-08-08T14:18:00Z,27,0.82,9.48,1.32,37,4.77
2023-08-08T15:18:00Z,30,0.79,9.14,1.35,39,4.61
2023-08-08T16:18:00Z,30,0.9,9.14,1.4,39,4.69
2023-08-08T17:18:00Z,28,0.81,9.84,1.39,37,4.44
2023-08-08T18:18:00Z,28,0.83,8.53,1.37,39,4.66
2023-08-08T19:18:00Z,29,0.8,8.25,1.39,39,4.75
2023-08-08T20:18:00Z,25,0.77,8,1.21,38,4.79
2023-08-08T21:18:00Z,23,0.77,8.25,1.28,43,4.49
2023-08-08T22:18:00Z,22,0.87,8.82,1.54,37,4.48
2023-08-08T23:18:00Z,22,0.86,8,1.44,41,4.55
2023-08-09T00:18:00Z,22,0.97,7.75,1.66,36,4.31
2023-08-09T01:18:00Z,22,0.99,7.52,1.71,39,4
2023-08-09T02:18:00Z,22,1.08,7.31,1.9,36,3.79
2023-08-09T03:18:00Z,22,1.17,3.87,2.12,37,3.71
2023-08-09T04:18:00Z,22,1.31,3.93,2.29,35,3.95
2023-08-09T05:18:00Z,22,1.53,5.11,2.71,38,4.12
2023-08-09T06:18:00Z,22,1.88,5.33,3.05,42,4.55
2023-08-09T07:18:00Z,22,1.87,5.81,3,38,4.51
2023-08-09T08:18:00Z,22,2.36,6.56,3.6,36,5.03
2023-08-09T09:18:00Z,22,2.47,6.91,3.88,36,5.29
2023-08-09T10:18:00Z,22,2.81,7.31,4.45,40,5.32
2023-08-09T11:18:00Z,22,2.63,7.52,3.92,40,5.65
2023-08-09T12:18:00Z,22,2.57,7.75,4.28,40,5.65
2023-08-09T13:18:00Z,22,2.3,7.75,3.35,35,5.69
2023-08-09T14:18:00Z,25,2.29,7.52,3.57,39,5.68
2023-08-09T15:18:00Z,23,2.21,7.52,3.52,36,5.93
2023-08-09T16:18:00Z,23,2.2,8.25,3.38,38,5.66
2023-08-09T17:18:00Z,21,2.26,7.75,3.37,41,6
2023-08-09T18:18:00Z,22,1.94,8,3.2,38,5.55
2023-08-09T19:18:00Z,22,1.96,7.52,3.32,39,5.45
2023-08-09T20:18:00Z,21,1.99,6.91,3.55,37,5.28
2023-08-09T21:18:00Z,23,2.1,7.52,3.26,36,5.79
2023-08-09T22:18:00Z,22,2.01,8,3.06,38,5.79
2023-08-09T23:18:00Z,22,2.05,7.31,3.03,39,5.82
2023-08-10T00:18:00Z,21,2.15,8.82,3.63,38,6.05
2023-08-10T01:18:00Z,21,2.15,8.25,3.3,38,6.16
2023-08-10T02:18:00Z,21,2.03,8.53,3.18,36,6
2023-08-10T03:18:00Z,21,1.74,7.52,2.68,38,5.64
2023-08-10T04:18:00Z,21,1.61,8.82,2.55,38,5.59
2023-08-10T05:18:00Z,21,1.72,8.25,2.75,37,6.15
2023-08-10T06:18:00Z,21,1.59,7.75,2.52,37,5.75
2023-08-10T07:18:00Z,21,1.4,8,2.08,37,5.52
2023-08-10T08:18:00Z,21,1.49,8.53,2.48,36,5.81
2023-08-10T09:18:00Z,20,1.51,7.75,2.25,39,5.7
2023-08-10T10:18:00Z,22,1.31,8.53,2.08,43,5.72
2023-08-10T11:18:00Z,22,1.42,8,2.2,37,5.8
2023-08-10T12:18:00Z,24,1.29,7.52,2.18,42,5.74
2023-08-10T13:18:00Z,27,1.25,7.75,2.11,41,5.46
2023-08-10T14:18:00Z,29,1.28,8,2,39,5.51
2023-08-10T15:18:00Z,30,1.22,8.53,2.09,37,5.11
2023-08-10T16:18:00Z,30,1.24,7.75,1.96,38,5.1
2023-08-10T17:18:00Z,31,1.23,8,1.93,38,5.26
2023-08-10T18:18:00Z,32,1.06,8.82,1.91,44,5.01
2023-08-10T19:18:00Z,33,1.18,8,2.04,43,5.16
2023-08-10T20:18:00Z,32,1.11,8.25,1.87,43,4.99
2023-08-10T21:18:00Z,29,1.02,8.25,1.64,38,4.9
2023-08-10T22:18:00Z,28,1.09,8.25,1.83,38,5.36
2023-08-10T23:18:00Z,24,0.92,7.11,1.55,37,5.38
2023-08-11T00:18:00Z,23,0.86,8.25,1.39,46,4.91
2023-08-11T01:18:00Z,22,0.9,8.53,1.53,42,5.47
2023-08-11T02:18:00Z,20,0.9,8.53,1.57,40,5.37
2023-08-11T03:18:00Z,20,0.87,8.53,1.37,44,5.64
2023-08-11T04:18:00Z,20,0.79,8.25,1.32,41,5.17
2023-08-11T05:18:00Z,20,0.92,8.25,1.45,42,5.47
2023-08-11T06:18:00Z,20,0.85,8,1.38,41,4.89
2023-08-11T07:18:00Z,19,0.89,8,1.42,40,5.09
2023-08-11T08:18:00Z,19,0.84,8.25,1.32,40,4.58
2023-08-11T09:18:00Z,20,0.93,8,1.53,41,4.81
2023-08-11T10:18:00Z,21,0.89,8.25,1.55,38,4.98
2023-08-11T11:18:00Z,22,0.87,8,1.5,40,4.93
2023-08-11T12:18:00Z,22,0.95,8.82,1.63,46,4.2
2023-08-11T13:18:00Z,22,1.03,7.52,1.67,41,4.02
2023-08-11T14:18:00Z,24,1.02,8.53,1.79,42,4.53
2023-08-11T15:18:00Z,23,0.88,8.53,1.45,44,4.36
2023-08-11T16:18:00Z,23,0.97,8.25,1.95,45,4.12
2023-08-11T17:18:00Z,22,0.99,8.25,1.71,43,4.2
2023-08-11T18:18:00Z,23,1.01,4.41,1.75,40,4.08
2023-08-11T19:18:00Z,23,1.05,4.41,1.91,43,4.22
2023-08-11T20:18:00Z,24,0.93,7.75,1.5,41,4.4
2023-08-11T21:18:00Z,25,1.01,4.49,1.81,43,4.3
2023-08-11T22:18:00Z,25,0.94,5.11,1.48,43,4.44
2023-08-11T23:18:00Z,22,0.95,5.01,1.53,42,4.55
2023-08-12T00:18:00Z,22,0.99,5.11,1.62,41,4.89
2023-08-12T01:18:00Z,21,1.01,5.33,1.51,39,4.88
2023-08-12T02:18:00Z,20,1.03,6.56,1.69,36,4.54
2023-08-12T03:18:00Z,20,1.01,6.24,1.71,39,4.5
2023-08-12T04:18:00Z,20,1.23,6.73,1.96,36,4.71
2023-08-12T05:18:00Z,19,1.25,6.24,2.05,35,4.52
2023-08-12T06:18:00Z,19,1.04,6.91,1.7,35,4.71
2023-08-12T07:18:00Z,19,1.1,6.91,1.85,35,4.83
2023-08-12T08:18:00Z,18,0.98,7.11,1.64,37,4.63
2023-08-12T09:18:00Z,19,1.05,6.4,1.57,36,5.07
2023-08-12T10:18:00Z,21,1,6.4,1.63,36,4.84
2023-08-12T11:18:00Z,24,1.04,6.56,1.77,35,4.48
2023-08-12T12:18:00Z,26,1.12,6.91,1.89,35,4.99
2023-08-12T13:18:00Z,27,1.01,6.91,1.71,38,4.99
2023-08-12T14:18:00Z,27,1.08,6.73,1.66,35,5.12
2023-08-12T15:18:00Z,27,1.12,8.82,1.85,36,5.29
2023-08-12T16:18:00Z,28,1.12,8.53,1.86,36,5.27
2023-08-12T17:18:00Z,28,1.16,6.4,1.91,34,5.01
2023-08-12T18:18:00Z,28,1.13,8.82,1.86,38,4.91
2023-08-12T19:18:00Z,27,1.15,8.53,2.14,34,5.07
2023-08-12T20:18:00Z,26,1.16,8.82,1.76,36,5.34
2023-08-12T21:18:00Z,25,1.19,8.25,1.93,36,5.07
2023-08-12T22:18:00Z,24,1.08,8,1.72,36,4.69
2023-08-12T23:18:00Z,21,1.12,8.82,1.88,36,4.79
2023-08-13T00:18:00Z,20,1.02,7.75,1.69,37,4.63
2023-08-13T01:18:00Z,19,0.88,7.52,1.54,36,4.92
2023-08-13T02:18:00Z,19,0.93,6.56,1.49,36,5.13
2023-08-13T03:18:00Z,19,0.98,8.53,1.58,36,5.25
2023-08-13T04:18:00Z,18,0.82,8.25,1.39,35,5.12
2023-08-13T05:18:00Z,18,0.86,8.25,1.3,37,5.1
2023-08-13T06:18:00Z,17,0.81,8.82,1.33,35,5.14
2023-08-13T07:18:00Z,17,0.9,7.75,1.34,35,5
2023-08-13T08:18:00Z,17,0.86,8.53,1.36,36,5.09
2023-08-13T09:18:00Z,17,0.89,7.11,1.46,38,5.13
